周书桃	65	70.8	135.8
周潇琳	22	72.4	94.4
周夢蓉	22.5	93.3	115.8
周旎嫣	60.5	73.8	134.3
周柳萱	22	87.1	109.1
周海颖	23	76.5	99.5
周代桃	20.5	84.5	105.0
周凝洁	20	78.7	98.7
周海莹	20.5	65.9	86.4
周柔煦	94	74.9	168.9
周轩莹	62.5	85.8	148.3
周书芹	65	70.8	135.8
周海英	20	69.5	89.5
周书琴	62	84.4	146.4
周惠丽	20	75.5	95.5
周熙熙	20.5	72.9	93.4
周莉纹	20	83.3	103.3
周玉莹	23	68.7	91.7
周荀勋	63	66.5	129.5
周香春	65	72.8	137.8
周靖靈	20	81.0	101.0
周翰颖	20	78.7	98.7
周孟乐	21	87.1	108.1
周海玉	20.5	82.0	102.5
周子舒	60.5	90.1	150.6
周良妹	21.5	84.4	105.9
周亦瑶	70	69.1	139.1
周月悦	60.5	83.2	143.7
周溪儿	60	75.1	135.1
周海冬	20.5	82.0	102.5
周亦雁	63	65.1	128.1
周嘉懿	60.5	75.9	136.4
周幻白	23	76.0	99.0
周嘉馨	60	74.9	134.9
周忠娥	24	73.7	97.7
周珺宇	63	64.1	127.1
周天荷	23	81.6	104.6
周幻柏	20	80.5	100.5
周笑霜	65	87.6	152.6
周婧媛	20	77.9	97.9
周雨薇	24	85.7	109.7
周惋洁	23	66.5	89.5
周婧婧	20	69.5	89.5
周利莹	21	76.2	97.2
周耀萍	22	67.7	89.7
周海儿	63	70.3	133.3
周亦雪	63	78.1	141.1
周乐意	73	68.6	141.6
周淑琴	20.5	73.3	93.8
周丹烟	63	81.6	144.6
周乐逸	73	72.1	145.1
周江红	21.5	90.3	111.8
周歌韵	60	80.6	140.6
周美倩	65	75.0	140.0
周歌云	20.5	71.9	92.4
周访琴	20	81.4	101.4
周博丽	20	75.5	95.5
周炯心	77	80.8	157.8
周丹红	20	80.5	100.5
周丝萝	63	79.8	142.8
周青枫	61	76.7	137.7
周炯秀	77.5	92.3	169.8
周芷云	22	77.2	99.2
周秀珊	96	87.1	183.1
周莺莺	20	72.5	92.5
周白萱	23	68.7	91.7
周晴美	20	70.4	90.4
周翠安	98	62.9	160.9
周霞晖	24	78.0	102.0
周诚容	95	85.8	180.8
周丹寒	20.5	89.7	110.2
周明蕙	21.5	74.0	95.5
周杨露	20	81.6	101.6
周凡之	23	91.5	114.5
周贺萍	20.5	65.9	86.4
周綠雁	22	74.4	96.4
周容萍	62	88.9	150.9
周笑藍	25	83.8	108.8
周融雪	63	84.7	147.7
周诚若	60.5	79.3	139.8
周开琼	20	72.2	92.2
周蘅依	63	76.4	139.4
周伟文	60.5	76.2	136.7
周文丽	20	82.8	102.8
周飞双	65	85.3	150.3
周嫔然	64	83.1	147.1
周玟玉	22.5	93.9	116.4
周琳洁	23	78.8	101.8
周晓琴	23	82.2	105.2
周孤之	21	74.2	95.2
周欢馨	60	73.5	133.5
周夏波	25	76.3	101.3
周微婉	60	86.9	146.9
周佳美	24	86.6	110.6
周金萍	61	76.2	137.2
周芷珊	65	70.8	135.8
周晗玥	73	64.2	137.2
周琳娇	23	71.2	94.2
周芳洲	25	70.8	95.8
周嗨霞	20	81.6	101.6
周琬凝	63	78.8	141.8
周顺美	60	70.4	130.4
周斯玉	63	77.5	140.5
周雅彤	23	64.3	87.3
周忆丹	71	75.7	146.7
周天風	20	74.2	94.2
周流如	62.5	94.1	156.6
周孤竹	21	75.4	96.4
周纳红	25	76.3	101.3
周可莹	23	68.7	91.7
周翠柔	92	81.3	173.3
周流婉	62	77.7	139.7
周元彤	20	74.6	94.6
周可英	20.5	90.1	110.6
周怡君	62.5	92.3	154.8
周绍文	60.5	76.2	136.7
周憐蕊	25	73.8	98.8
周佩宁	21	76.2	97.2
周纤玉	63	77.5	140.5
周悦文	60.5	76.2	136.7
周曼婉	60	69.5	129.5
周怡颖	62.5	83.8	146.3
周会丽	20	79.8	99.8
周思琪	62	74.9	136.9
周漩希	20	69.5	89.5
周燕晨	98	84.7	182.7
周悦熙	60	81.4	141.4
周洁玲	20.5	73.8	94.3
周瑞芝	60	85.8	145.8
周思琦	62	74.9	136.9
周督琪	20.5	72.9	93.4
周思珂	65	75.0	140.0
周夜兒	24	89.8	113.8
周稽宏	20	69.5	89.5
周玉霞	20	76.0	96.0
周尋云	22	74.4	96.4
周蔚然	64	83.1	147.1
周妍梦	21	77.2	98.2
周敏思	63	64.2	127.2
周柏红	25	72.8	97.8
周懷香	25	81.1	106.1
周可郁	23	72.6	95.6
周怡玉	62	71.3	133.3
周梦岚	60.5	71.9	132.4
周如梦	63	60.7	123.7
周紫晴	75	77.9	152.9
周芯可	22.5	88.1	110.6
周醉彤	20	80.2	100.2
周露萍	22	67.7	89.7
周懷夏	25	83.1	108.1
周聪芬	64	84.7	148.7
周之安	73	77.4	150.4
周松雪	24	70.2	94.2
周蝶梦	23	76.7	99.7
周蝶美	20	84.1	104.1
周静宜	60	90.2	150.2
周珂宇	62.5	94.1	156.6
周水琼	20	86.3	106.3
周朱明	20	67.1	87.1
周泰洁	22.5	83.8	106.3
周寒芙	20	69.9	89.9
周苑洁	23	76.5	99.5
周谷波	21.5	90.3	111.8
周仁红	60	80.5	140.5
周珏冉	62	71.3	133.3
周珂莹	22.5	85.8	108.3
周瑗媛	20.5	71.9	92.4
周雪曼	20	69.5	89.5
周雪漫	20.5	65.9	86.4
周贤娜	20.5	75.7	96.2
周丽蓉	22.5	79.9	102.4
周密思	63	64.2	127.2
周丽容	75	80.1	155.1
周怡霏	62.5	83.8	146.3
周冰洁	20	67.9	87.9
周瑞呈	75	76.4	151.4
周文曦	20	86.3	106.3
周寒萍	20.5	65.9	86.4
周香梅	25	68.6	93.6
周娅芳	60	70.9	130.9
周代燕	70	76.8	146.8
周帅红	65	72.8	137.8
周美娜	25	75.0	100.0
周圣美	60	76.5	136.5
周婷芸	20	69.9	89.9
周晓媛	63	75.1	138.1
周书怡	100	76.3	176.3
周丽芬	25	80.1	105.1
周明花	24	73.7	97.7
周怜容	70.5	73.8	144.3
周瑰玮	63	76.7	139.7
周代雪	20.5	90.1	110.6
周丽芳	25	80.1	105.1
周快冉	21	84.7	105.7
周胭妍	63	70.6	133.6
周隽冉	23	68.5	91.5
周丹天	63	84.8	147.8
周婉儿	98	70.3	168.3
周国萍	20.5	73.8	94.3
周苇然	63	79.1	142.1
周洋然	62	77.2	139.2
周抡芳	20	69.9	89.9
周娅菲	60.5	73.8	134.3
周妍霏	21	86.9	107.9
周含香	21.5	90.3	111.8
周昱文	22	80.8	102.8
周语兰	23	84.3	107.3
周香美	25	72.8	97.8
周昕昕	61.5	90.4	151.9
周从菡	20.5	73.8	94.3
周书玲	80	70.8	150.8
周娅颐	88.5	65.9	154.4
周海雪	20	69.5	89.5
周科翰	22.5	83.8	106.3
周芸姝	65	76.3	141.3
周婉莹	60.5	65.9	126.4
周国立	20.5	82.0	102.5
周卫红	60	84.1	144.1
周灵寒	20.5	84.8	105.3
周焕冉	63	68.5	131.5
周联红	21.5	72.5	94.0
周忆梅	64	74.3	138.3
周凝然	63	75.1	138.1
周玲鸿	25	87.6	112.6
周光文	23	73.7	96.7
周子蓉	23	76.8	99.8
周海燕	63	76.5	139.5
周璟雯	22	74.4	96.4
周丁辰	73	76.2	149.2
周海瑶	20.5	65.9	86.4
周熙柔	60	76.5	136.5
周运珊	95.5	73.8	169.3
周雨文	21	74.2	95.2
周焕若	20	86.9	106.9
周晨蓓	63	76.5	139.5
周彤雯	24	70.1	94.1
周忆敏	64	74.3	138.3
周凝蕊	20	80.2	100.2
周叶丹	73	68.2	141.2
周美嘉	22	83.1	105.1
周含楓	24	90.1	114.1
周木蓉	23	64.3	87.3
周晁采	80	88.4	168.4
周力洋	20	67.9	87.9
周紫云	60	77.9	137.9
周力燕	73	64.0	137.0
周明艳	61	79.4	140.4
周华采	20	76.4	96.4
周玥霄	62	87.1	149.1
周沐枫	21	76.7	97.7
周维珂	60	85.8	145.8
周妙花	24	87.1	111.1
周素英	62	77.7	139.7
周其雨　奇思	3	85.0	88.0
周妙槐	21	77.2	98.2
周幼萱	63	68.7	131.7
周惟娜	70	69.9	139.9
周敬文	23	82.1	105.1
周红柯	25	72.8	97.8
周馨欣	65	65.9	130.9
周伟英	60	69.5	129.5
周詩松	25	73.8	98.8
周铠玉	61	73.0	134.0
周南烟	62	74.9	136.9
周明荃	24	70.1	94.1
周凡旋	60	77.8	137.8
周冰凡	23	71.9	94.9
周晓芳	20.5	73.8	94.3
周钊莹	62.5	85.8	148.3
周秋红	65	72.8	137.8
周春柏	65	72.8	137.8
周晓凡	23	73.8	96.8
周萧曼	24	70.2	94.2
周霞瑗	21	80.8	101.8
周秋荷	62	74.9	136.9
周莎玲	20	83.3	103.3
周南萱	22	87.1	109.1
周依山	89	78.0	167.0
周霞瑷	61.5	79.9	141.4
周依珊	99	73.7	172.7
周祈怡	65	72.8	137.8
周晓枫	23	82.2	105.2
周德梅	20.5	67.4	87.9
周家叡	25	83.8	108.8
周秋寒	62	76.4	138.4
周莉春	60	76.5	136.5
周琴心	63	82.1	145.1
周琴轩	60	83.3	143.3
周路英	20	86.9	106.9
周夏真	80	70.8	150.8
周芝蓉	22.5	77.7	100.2
周茹玉	23	77.5	100.5
周绿凝	23	72.7	95.7
周雅隽	20.5	73.3	93.8
周琮丽	75	79.8	154.8
周晓芬	20.5	73.8	94.3
周恨嵐	25	83.8	108.8
周傲琴	60.5	72.9	133.4
周齐敏	60.5	79.3	139.8
周新梅	60	86.9	146.9
周思露	65	82.5	147.5
周若蕊	23	78.7	101.7
周桂玲	25	70.8	95.8
周傲瑤	20	81.0	101.0
周梦桃	20	85.8	105.8
周依翠	96	76.2	172.2
周舒琳	60.5	73.3	133.8
周樂松	25	73.8	98.8
周元冬	23	76.0	99.0
周雁菱	20.5	65.9	86.4
周傲秋	95	76.5	171.5
周傲青	95	77.6	172.6
周倪娜	80	70.8	150.8
周傲晴	70.5	81.3	151.8
周敏芝	20	70.9	90.9
周凌蓉	22.5	77.7	100.2
周樂霜	25	87.7	112.7
周叶彤	70	80.2	150.2
周九洁	23	64.0	87.0
周季业	21	76.7	97.7
周新苗	60	86.9	146.9
周湛芳	20	83.3	103.3
周奕叶	62	87.1	149.1
周银河	60	81.3	141.3
周佑怡	89.5	90.3	179.8
周玉怡	60	75.0	135.0
周舒嘉	60.5	65.9	126.4
周新妹	60	77.6	137.6
周轶丽	60	75.5	135.5
周新美	60	76.5	136.5
周小倩	92	87.5	179.5
周醉香	20	84.1	104.1
周霁妍	23	81.4	104.4
周悦人	92	75.6	167.6
周怡庭	75	75.0	150.0
周元英	20.5	83.2	103.7
周怡彤	75	86.2	161.2
周俊怡	75	72.8	147.8
周昊瑶	61	87.1	148.1
周柯洁	22.5	83.8	106.3
周思妍	62.5	92.3	154.8
周静枫	63	82.2	145.2
周牧歌	21	76.2	97.2
周文霞	20	78.0	98.0
周蓉华	23	78.1	101.1
周红香	25	72.8	97.8
周玉娥	20.5	84.5	105.0
周珂雯	22	77.2	99.2
周怡媛	72	76.4	148.4
周方仪	23	70.5	93.5
周枫畅	23	81.2	104.2
周玉琳	23	72.6	95.6
周世韵	95	90.6	185.6
周红霞	22.5	76.1	98.6
周思宸	97	75.0	172.0
周悦冉	75.5	82.0	157.5
周苞燕	63	76.5	139.5
周世悦	92.5	90.1	182.6
周靈翠	22	72.5	94.5
周起莹	22.5	85.8	108.3
周静芳	60.5	73.8	134.3
周平夢	20.5	91.1	111.6
周雨旋	64	75.6	139.6
周海春	63	64.2	127.2
周冰竹	20	66.0	86.0
周兰英	20	83.5	103.5
周惠瑛	60.5	65.9	126.4
周以蘭	20.5	91.1	111.6
周俪妍	23	67.4	90.4
周笑珊	97	70.8	167.8
周晴虹	20	70.4	90.4
周花梅	22	77.7	99.7
周娜瑶	62.5	85.8	148.3
周凌进	62.5	85.8	148.3
周珺瑶	23	76.7	99.7
周锻英	64	74.3	138.3
周如絲	20.5	70.8	91.3
周雨欣	21.5	90.4	111.9
周幻雙	20	74.2	94.2
周诗美	60	76.5	136.5
周冰之	23	73.7	96.7
周丹玉	23	76.0	99.0
周端敏	20.5	79.3	99.8
周海翠	60.5	73.8	134.3
周野雪	60	69.5	129.5
周园芬	60	83.3	143.3
周乐欣	20	80.2	100.2
周乐心	78	68.2	146.2
周浩琳	20	81.4	101.4
周长英	24	75.6	99.6
周诗婧	60	86.9	146.9
周婧心	60.5	76.2	136.7
周旭娜	20.5	82.6	103.1
周和怡	64	86.6	150.6
周琼琼	25	73.1	98.1
周焕英	20	86.9	106.9
周香菱	22	83.1	105.1
周小風	20	94.1	114.1
周晶婧	20	77.4	97.4
周心菱	63	68.7	131.7
周香柳	25	72.8	97.8
周海秋	63	64.2	127.2
周颜英	24	70.2	94.2
周望慕	20.5	65.9	86.4
周述文	60.5	82.2	142.7
周明霞	21.5	82.4	103.9
周凝雨	20	90.2	110.2
周荀况	20	70.4	90.4
周琳敏	20	86.9	106.9
周湘怡	60	76.5	136.5
周凝玉	20	76.4	96.4
周绮兰	23	84.3	107.3
周馨彤	80	65.9	145.9
周怀玉	22.5	74.4	96.9
周半容	60.5	84.5	145.0
周纯薇	65	84.8	149.8
周云蔚	23	79.2	102.2
周赫然	60.5	71.9	132.4
周珠轩	95	70.9	165.9
周妮娜	64	73.7	137.7
周镁妹	61.5	80.4	141.9
周玥怡	93	72.8	165.8
周应艳	89	78.5	167.5
周竞琴	22	74.7	96.7
周绮丽	20	80.6	100.6
周优乐	71	78.0	149.0
周孤云	24	70.1	94.1
周晓霜	20	85.9	105.9
周诗怀	60	81.6	141.6
周水夢	20	74.2	94.2
周念双	76.5	74.0	150.5
周芳泽	25	87.6	112.6
周佳玲	24	73.7	97.7
周夏白	22.5	88.1	110.6
周夏雪	22	77.7	99.7
周忆辰	89	89.5	178.5
周問柔	25	81.1	106.1
周夏柏	25	76.3	101.3
周雅莹	23	76.7	99.7
周白荷	23	72.6	95.6
周云英	20	77.4	97.4
周友靈	20	74.2	94.2
周紫伊	98	77.5	175.5
周秀睿	93	77.2	170.2
周裕萍	63	81.2	144.2
周紫易	78	70.3	148.3
周秀钊	96	87.1	183.1
周逸琳	63	68.6	131.6
周念瑤	24	89.8	113.8
周露瑶	22.5	74.1	96.6
周璐瑶	61	78.0	139.0
周华琳	23	79.2	102.2
周馨逸	97.5	74.1	171.6
周楚楚	20.5	72.9	93.4
周白海	20.5	90.1	110.6
周溢玲	20	85.8	105.8
周水柳	20	80.5	100.5
周碧藍	20	70.2	90.2
周田然	78	86.5	164.5
周雪兰	20	72.0	92.0
周怡鹭	72	78.6	150.6
周齐婷	75.5	71.9	147.4
周新瑤	20	81.0	101.0
周淇文	20.5	82.2	102.7
周静云	63	75.1	138.1
周碧水	23	67.2	90.2
周宁英	20.5	79.3	99.8
周雅珺	20	81.9	101.9
周洁媛	23	75.1	98.1
周朱琳	23	66.2	89.2
周继萍	22	67.7	89.7
周慕柔	60	84.1	144.1
周紊文	62	73.3	135.3
周千柳	60	80.9	140.9
周慕蕊	20	79.4	99.4
周问春	95	64.2	159.2
周书慧	62.5	85.8	148.3
周夏璇	65	84.8	149.8
周之琴	23	81.6	104.6
周雪丽	23	74.1	97.1
周傲陽	20	81.0	101.0
周义媛	20.5	81.3	101.8
周若丹	20.5	76.2	96.7
周新巧	63	68.5	131.5
周谷翠	61	77.2	138.2
周幻玉	23	76.0	99.0
周绵丽	20	80.6	100.6
周依荷	61	76.7	137.7
周姿莹	62	87.1	149.1
周若舒	60	77.9	137.9
周若淑	20	77.9	97.9
周定芳	24	73.7	97.7
周新林	60	77.6	137.6
周宛菡	61	76.2	137.2
周秒秀	62.5	92.3	154.8
周千怡	95	80.9	175.9
周天萍	23	68.7	91.7
周汉娜	20.5	75.7	96.2
周立玉	23	81.5	104.5
周悦玮	95.5	73.8	169.3
周尋卉	22.5	93.9	116.4
周敏悦	60	69.5	129.5
周思丽	80	75.3	155.3
周瑛瑞	98	69.7	167.7
周喜儿	63	64.3	127.3
周穆科	60.5	81.1	141.6
周雪妍	23	64.1	87.1
周元翠	63	68.7	131.7
周旭红	20.5	76.0	96.5
周畅畅	63	69.7	132.7
周梓芃	23	64.2	87.2
周琪倩	60	83.3	143.3
周俊霞	22.5	76.1	98.6
周千夢	20	94.1	114.1
周妙春	61.5	90.3	151.8
周悦绮	60.5	73.8	134.3
周涵菱	20.5	65.9	86.4
周光芳	20.5	82.6	103.1
周柳洁	22.5	83.8	106.3
周美妍	22.5	92.3	114.8
周婉雪	60	69.5	129.5
周娅欣	63	70.3	133.3
周妍真	64	87.1	151.1
周惜梦	60.5	65.9	126.4
周从安	73	77.5	150.5
周骄丽	20	75.5	95.5
周灿洁	21	84.7	105.7
周音悦	100	68.6	168.6
周音韵	93	75.3	168.3
周方方	23	84.8	107.8
周冬萱	23	68.7	91.7
周語山	22	88.0	110.0
周湘灵	23	85.7	108.7
周家美	25	76.3	101.3
周忆柳	61.5	72.5	134.0
周代煙	20.5	91.1	111.6
周婉燕	91	76.5	167.5
周尋易	25	90.0	115.0
周家明	25	74.6	99.6
周子文	23	91.5	114.5
周琳荃	20.5	81.3	101.8
周問旋	22	78.3	100.3
周晨旭	63	77.5	140.5
周忆琳	64	78.0	142.0
周和云	24	70.1	94.1
周向真	60.5	82.6	143.1
周盼曼	25	68.6	93.6
周蕴美	20	77.7	97.7
周采艳	71	82.2	153.2
周娅箫	63	78.7	141.7
周芷嵐	25	83.8	108.8
周柔妙	62.5	92.3	154.8
周乐之	63	68.2	131.2
周惜槐	60.5	65.9	126.4
周潇怡	65	73.5	138.5
周多米	20	66.0	86.0
周笑霞	65	87.6	152.6
周醉雁	23	79.1	102.1
周丹綠	20	74.2	94.2
周美萱	22	87.1	109.1
周晴霞	23	79.2	102.2
周安然	98	65.1	163.1
周韶华	63	69.7	132.7
周士珍	75	87.5	162.5
周丹珍	60	71.7	131.7
周晨欣	63	70.3	133.3
周丹真	75	71.7	146.7
周安容	88.5	82.6	171.1
周诗柳	60	76.5	136.5
周娜颖	22.5	77.7	100.2
周安茹	63	65.1	128.1
周秋歌	62	83.1	145.1
周晶灵	60.5	70.8	131.3
周翊文	20.5	76.2	96.7
周之瑤	20	74.2	94.2
周方玉	23	76.0	99.0
周以蓝	60.5	81.1	141.6
周芷轩	65	70.8	135.8
周凤书	60	85.8	145.8
周芷秀	65	88.4	153.4
周正琴	63	72.6	135.6
周正清	63	86.5	149.5
周逸馨	95.5	74.2	169.7
周正琼	60.5	81.1	141.6
周友珊	95	71.7	166.7
周春儿	97	86.2	183.2
周春娥	65	75.0	140.0
周夏霜	25	87.6	112.6
周为娜	70	69.9	139.9
周鸣悦	60.5	79.3	139.8
周芷芯	25	70.8	95.8
周琴音	60	76.5	136.5
周麦冬	20.5	82.0	102.5
周裕妍	63	64.4	127.4
周夏松	25	77.1	102.1
周宇娟	60.5	82.6	143.1
周檀雅	24	83.1	107.1
周醉夢	20.5	78.1	98.6
周春冬	77	71.3	148.3
周秀婉	99	73.3	172.3
周芳香	25	76.3	101.3
周琴艺	20	76.9	96.9
周雅艳	60.5	70.8	131.3
周芳洁	22.5	77.7	100.2
周笑楓	25	83.8	108.8
周维文	63	67.2	130.2
周雅雅	20	81.9	101.9
周仙韵	95	90.6	185.6
周赛文	61	75.7	136.7
周雅阳	63	79.2	142.2
周好慕	20	69.1	89.1
周名姝	60.5	76.0	136.5
周雅雁	20	81.9	101.9
周吉昌	60	67.1	127.1
周丫头	73	76.8	149.8
周馨香	65	73.5	138.5
周觅珍	20	70.9	90.9
周钰萍	63	81.2	144.2
周玮霞	60	81.6	141.6
周琴芬	20	83.3	103.3
周憐凡	22	88.0	110.0
周绮露	20	74.9	94.9
周晨辰	98	64.1	162.1
周山白	63	91.1	154.1
周怡习	65	68.6	133.6
周悦书	92	70.9	162.9
周靖儿	92	77.6	169.6
周闻瑄	20	70.2	90.2
周燕方	63	68.2	131.2
周永妍	20	73.9	93.9
周醉柳	20	84.1	104.1
周梦旋	60.5	79.3	139.8
周识文	62	79.6	141.6
周泽琴	24	78.0	102.0
周陈红	20.5	81.1	101.6
周曼凝	23	76.5	99.5
周慕玉	23	62.1	85.1
周寒梅	20	77.4	97.4
周怡和	65	86.2	151.2
周佩兰	21	82.3	103.3
周元瑶	23	70.5	93.5
周绿海	20.5	79.3	99.8
周怡晓	72.5	83.8	156.3
周從云	22	74.4	96.4
周吉森	23	65.1	88.1
周怡香	65	72.8	137.8
周玉美	20	75.0	95.0
周怡涵	62	76.4	138.4
周梵莹	20.5	65.9	86.4
周怡寒	62	76.4	138.4
周怡弦	65	86.2	151.2
周叮玲	60.5	84.5	145.0
周亦真	95.5	82.6	178.1
周璐琰	64	78.0	142.0
周贞静	77.5	83.8	161.3
周瑶纤	78	70.9	148.9
周子亦	63	82.5	145.5
周璐琪	24	78.0	102.0
周靖柏	60	76.5	136.5
周宝春	80	73.5	153.5
周雪薇	23	74.1	97.1
周丽棠	22	78.0	100.0
周龙梅	23	84.7	107.7
周歆涵	60.5	81.3	141.8
周怡蜓	72	74.9	146.9
周仁玉	63	76.0	139.0
周静竹	60	75.5	135.5
周合美	20.5	76.0	96.5
周丽华	22	78.9	100.9
周丽花	25	80.1	105.1
周莫可	23	68.5	91.5
周傲丹	73	82.1	155.1
周谷冬	21	74.0	95.0
周幻雪	20.5	83.2	103.7
周谷萱	21	76.2	97.2
周特洁	22.5	77.7	100.2
周芝涵	22	77.2	99.2
周韫玉	62	83.5	145.5
周二艳	70.5	65.8	136.3
周若芳	20	70.9	90.9
周痴瑶	62	73.7	135.7
周怡颍	62	87.1	149.1
周二燕	73	64.0	137.0
周迎風	20	72.2	92.2
周映之	62	80.8	142.8
周可歆	63	72.6	135.6
周余妍	61	75.4	136.4
周瑞芬	60	85.8	145.8
周芹悦	62	77.7	139.7
周芸溪	22	88.9	110.9
周昕颖	21	90.9	111.9
周婧逸	60.5	65.9	126.4
周锦娜	75.5	73.8	149.3
周颜燕	61	67.1	128.1
周代真	75.5	84.5	160.0
周香芹	25	75.0	100.0
周香琴	22	74.9	96.9
周婧伊	63	77.5	140.5
周婧仪	20.5	65.9	86.4
周茹梅	20	77.4	97.4
周凝雪	23	84.7	107.7
周怜云	23	75.1	98.1
周以珊	95.5	84.5	180.0
周叶嘉	63	76.7	139.7
周曼南	23	64.2	87.2
周晶滢	20	75.5	95.5
周慈心	95	67.2	162.2
周昕玉	21	84.7	105.7
周婷丽	60	75.5	135.5
周莉姿	60	76.5	136.5
周琰琬	70.5	72.9	143.4
周荭莉	23	68.6	91.6
周锡雪	63	84.7	147.7
周思玥	100	72.8	172.8
周聽竹	22.5	81.6	104.1
周叶吉	60	70.5	130.5
周琳林	20	77.6	97.6
周茹梦	20.5	65.9	86.4
周嘉洁	23	72.7	95.7
周婧一	60	67.4	127.4
周虹星	65	72.8	137.8
周郁娟	20	83.3	103.3
周剑英	60.5	67.4	127.9
周凝阳	60	85.9	145.9
周娅思	98	64.2	162.2
周雯芳	20	69.9	89.9
周桐华	22	88.9	110.9
周旭妍	20	76.7	96.7
周茹晶	20	81.9	101.9
周茹靖	60.5	73.3	133.8
周倚颖	22.5	77.7	100.2
周家珺	22	77.2	99.2
周柔婷	77	76.4	153.4
周菽文	23	67.2	90.2
周語芹	25	83.1	108.1
周惜灵	75.5	70.8	146.3
周盼兰	22	78.6	100.6
周艺萍	20.5	74.0	94.5
周迎天	70.5	76.2	146.7
周和美	24	86.6	110.6
周音仪	62	87.1	149.1
周三诗	92.5	95.6	188.1
周丁芳	20	67.9	87.9
周笑白	62.5	88.1	150.6
周莉蓉	23	78.8	101.8
周莉荣	23	81.2	104.2
周家琳	22	84.4	106.4
周笑柏	65	76.3	141.3
周家林	25	74.6	99.6
周忆香	61.5	72.5	134.0
周沛萍	21	76.2	97.2
周亿美	60	84.1	144.1
周山凝	63	76.8	139.8
周琳怡	60	76.5	136.5
周采玉	21	74.0	95.0
周娟丽	25	84.8	109.8
周灵儿	75	86.3	161.3
周山南	70	80.9	150.9
周纷若	22	77.7	99.7
周又天	70.5	70.4	140.9
周凝天	23	68.2	91.2
周子藤	20	93.3	113.3
周家玲	25	70.8	95.8
周家菱	22	88.9	110.9
周晓筠	23	82.2	105.2
周赛玉	61	74.5	135.5
周颖妹	20	90.2	110.2
周一诺	73	78.9	151.9
周红花	25	75.0	100.0
周幼荷	63	72.6	135.6
周碧絲	20	70.2	90.2
周玥萌	62	83.1	145.1
周晏如	97.5	94.1	191.6
周吉戬	23	60.7	83.7
周晓箐	23	78.1	101.1
周逸美	60	84.1	144.1
周健琴	20	81.4	101.4
周美瑶	22	87.1	109.1
周雅波	20	70.4	90.4
周又蕾	60	70.4	130.4
周颖梅	23	84.7	107.7
周晏然	97	77.2	174.2
周六毛	23	84.8	107.8
周觅波	23	64.2	87.2
周章文	20.5	76.2	96.7
周永丽	20	90.6	110.6
周飞兰	22	78.6	100.6
周幼雁	63	86.5	149.5
周幼海	60.5	90.1	150.6
周孩燕	62.5	83.8	146.3
周楚洁	23	78.8	101.8
周永利	20	73.9	93.9
周珍瑞	77	88.9	165.9
周贝蓉	21	86.9	107.9
周恨蝶	22.5	85.8	108.3
周梧桐	20	70.9	90.9
周丝娜	75	69.9	144.9
周凤萍	23	69.7	92.7
周绿兰	23	84.3	107.3
周依童	99	70.1	169.1
周夏山	72	82.1	154.1
周春翠	94	83.1	177.1
周南珍	65	75.0	140.0
周玄素	60.5	84.5	145.0
周裕瑛	98	81.2	179.2
周维英	60.5	79.3	139.8
周勤婷	20.5	81.3	101.8
周绾悦	75.5	79.3	154.8
周朱迪	23	65.1	88.1
周奇思	64	86.6	150.6
周元寒	20.5	89.7	110.2
周情茵	60	81.9	141.9
周涵婷	20	81.9	101.9
周思文	62	80.8	142.8
周梦容	60	85.8	145.8
周琪琪	20.5	72.9	93.4
周千凡	60.5	83.9	144.4
周羽洁	60	67.9	127.9
周倩冰	62.5	94.1	156.6
周叶舞	63	76.7	139.7
周梦茹	20.5	71.9	92.4
周若云	20	77.9	97.9
周梦如	63	62.9	125.9
周平婉	60.5	90.1	150.6
周夜柳	64	86.6	150.6
周梦蕊	20	78.3	98.3
周靜柔	25	81.1	106.1
周傲霜	63	74.4	137.4
周倩茜	62	77.2	139.2
周银梅	60.5	79.3	139.8
周姿瑶	77	87.1	164.1
周妍姿	61.5	90.3	151.8
周慕儿	60	80.2	140.2
周傲丝	95.5	81.3	176.8
周寻云	20	81.9	101.9
周汉萍	23	76.7	99.7
周轶娜	60	69.9	129.9
周悦岚	95	77.9	172.9
周元荷	23	81.6	104.6
周平彤	20	84.4	104.4
周玲羽	72.5	94.1	166.6
周立君	20	73.9	93.9
周翠岚	95.5	71.9	167.4
周新霞	63	74.4	137.4
周立娟	20.5	84.5	105.0
周夢安	22.5	81.6	104.1
周怡珊	100	75.0	175.0
周怡杉	62.5	92.3	154.8
周燕茜	63	75.1	138.1
周悦宁	75.5	73.8	149.3
周曼寒	20	77.9	97.9
周怡莎	62	74.9	136.9
周梦安	63	62.9	125.9
周新芳	60	83.3	143.3
周曼青	63	70.3	133.3
周悦娜	75	70.9	145.9
周小萱	63	75.1	138.1
周燕芷	60.5	73.8	134.3
周尔芙	20	85.8	105.8
周芮悦	77	77.7	154.7
周条倩	75	70.9	145.9
周雨云	24	70.1	94.1
周英楠	20	81.4	101.4
周密芬	20	70.9	90.9
周思恩	100	75.0	175.0
周歆瑶	78	71.2	149.2
周慧君	20	69.5	89.5
周婕珍	20	70.9	90.9
周末文	23	80.3	103.3
周世蓉	60	76.8	136.8
周文敏	20.5	83.2	103.7
周曼荷	20	81.4	101.4
周懷珊	25	83.1	108.1
周澜嫣	60.5	74.0	134.5
周授荀	60	81.9	141.9
